[02:51:32 AM]  Login : [Beri] 2.000.004.911 [Ruby] 969.149.629
[02:53:04 AM]  Nhặt +533 beri
[02:53:40 AM]  Nhặt +3800 beri
[02:53:49 AM]  Nhặt +5900 beri
[02:53:51 AM]  Nhặt +8200 beri
[02:54:17 AM]  Nhặt +8150 beri
[02:54:20 AM]  Nhặt +7100 beri
[02:54:27 AM]  Nhặt +6000 beri
[02:55:13 AM]  Nhặt +2550 beri
[02:55:17 AM]  Nhặt +3650 beri
[02:55:20 AM]  Nhặt +9400 beri
[02:55:33 AM]  Nhặt +4000 beri
[02:55:57 AM]  Nhặt +6500 beri
[02:56:22 AM]  Nhặt +5300 beri
[02:57:31 AM]  Nhặt +2300 beri
[02:58:02 AM]  Nhặt +50 beri
[02:58:12 AM]  Nhặt +6600 beri
[02:58:35 AM]  Nhặt +6700 beri
[02:59:10 AM]  Nhặt +4300 beri
[02:59:15 AM]  Nhặt +7900 beri
[03:00:11 AM]  Nhặt +3782 beri
[03:00:44 AM]  Nhặt +6771 beri
[03:00:58 AM]  Nhặt +11529 beri
[03:01:15 AM]  Nhặt +5063 beri
[03:02:03 AM]  Nhặt +3416 beri
[03:02:17 AM]  Nhặt +610 beri
[03:02:40 AM]  Nhặt +6954 beri
[03:03:10 AM]  Nhặt +4148 beri
[03:03:21 AM]  Nhặt +6588 beri
[03:04:37 AM]  Nhặt +11163 beri
[03:04:50 AM]  Nhặt +4331 beri
[03:05:03 AM]  Nhặt +10187 beri
[03:05:20 AM]  Nhặt +244 beri
[03:05:46 AM]  Nhặt +10736 beri
[03:07:21 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:23 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:25 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:30 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:34 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:37 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:37 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:37 AM]  Cường hóa item Nhẫn 2 Lv60 2 -2 ruby
[03:07:40 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:41 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:43 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:44 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:44 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:46 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:46 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:47 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:49 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:50 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:50 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:53 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:54 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:57 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:58 AM]  Cường hóa item Nhẫn 2 Lv60 2 -3 ruby
[03:07:58 AM]  Cường hóa item Nhẫn 2 Lv60 2 -4 ruby
[03:08:01 AM]  Cường hóa item Nhẫn 2 Lv60 2 -4 ruby
[03:08:38 AM]  Nhặt +2379 beri
[03:09:27 AM]  Nhặt +2745 beri
[03:10:16 AM]  Nhặt +9455 beri
[03:10:25 AM]  Nhặt +3050 beri
[03:11:01 AM]  Nhặt +488 beri
[03:11:07 AM]  Nhặt +5124 beri
[03:12:02 AM]  Nhặt +2806 beri
[03:13:33 AM]  Nhặt +3721 beri
[03:13:50 AM]  Nhặt +9150 beri
[03:14:50 AM]  Nhặt +7259 beri
[03:15:15 AM]  Nhặt +5002 beri
[03:16:32 AM]  Nhặt +2989 beri
[03:17:38 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:38 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:39 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:39 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:39 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:39 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:39 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:40 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:40 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:40 AM]  Mua Xp Chiêu thức -6000 ruby
[03:17:40 AM]  Mua Xp Chiêu thức -6000 ruby
[03:18:03 AM]  Nhặt +9300 beri
[03:18:34 AM]  Nhặt +4712 beri
[03:18:36 AM]  Nhặt +2480 beri
[03:19:05 AM]  Nhặt +2108 beri
[03:19:42 AM]  Nhặt +10269 beri
[03:19:54 AM]  Nhặt +4836 beri
[03:20:25 AM]  Nhặt +10974 beri
[03:21:44 AM]  Nhặt +2294 beri
[03:22:00 AM]  Nhặt +4851 beri
[03:23:17 AM]  Nhặt +4774 beri
[03:24:30 AM]  Nhặt +3224 beri
[03:25:00 AM]  Nhặt +6138 beri
[03:25:05 AM]  Nhặt +8127 beri
[03:25:50 AM]  Nhặt +9891 beri
[03:26:44 AM]  Nhặt +7316 beri
[03:27:51 AM]  Nhặt +2294 beri
[03:28:45 AM]  Đục lỗ Quả Tim -50 ruby
[03:28:48 AM]  Đục lỗ Quả Tim -100 ruby
[03:28:53 AM]  Đục lỗ Quả Tim -100 ruby
[03:28:55 AM]  Đục lỗ Quả Tim -100 ruby
[03:28:55 AM]  Đục lỗ Quả Tim -100 ruby
[03:28:56 AM]  Đục lỗ Quả Tim -100 ruby
[03:28:58 AM]  Đục lỗ Quả Tim -100 ruby
[03:28:58 AM]  Đục lỗ Quả Tim -150 ruby
[03:28:58 AM]  Đục lỗ Quả Tim -150 ruby
[03:29:01 AM]  Đục lỗ Quả Tim -150 ruby
[03:29:01 AM]  Đục lỗ Quả Tim -150 ruby
[03:29:01 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:04 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:04 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:04 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:04 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:07 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:07 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:07 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:10 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:10 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:10 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:14 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:14 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:17 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:17 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:17 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:20 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:20 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:22 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:22 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:25 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:25 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:26 AM]  Đục lỗ Quả Tim -200 ruby
[03:29:26 AM]  Đục lỗ Quả Tim -250 ruby
[03:29:28 AM]  Đục lỗ Quả Tim -250 ruby
[03:29:29 AM]  Đục lỗ Quả Tim -250 ruby
[03:29:29 AM]  Đục lỗ Quả Tim -250 ruby
[03:29:32 AM]  Đục lỗ Quả Tim -250 ruby
[03:29:44 AM]  Đục lỗ Dial 4 -50 ruby
[03:29:47 AM]  Đục lỗ Dial 4 -100 ruby
[03:29:51 AM]  Đục lỗ Dial 4 -100 ruby
[03:29:51 AM]  Đục lỗ Dial 4 -100 ruby
[03:29:51 AM]  Đục lỗ Dial 4 -100 ruby
[03:29:53 AM]  Đục lỗ Dial 4 -100 ruby
[03:29:53 AM]  Đục lỗ Dial 4 -100 ruby
[03:29:56 AM]  Đục lỗ Dial 4 -150 ruby
[03:29:56 AM]  Đục lỗ Dial 4 -150 ruby
[03:29:56 AM]  Đục lỗ Dial 4 -150 ruby
[03:29:59 AM]  Đục lỗ Dial 4 -150 ruby
[03:29:59 AM]  Đục lỗ Dial 4 -150 ruby
[03:30:02 AM]  Đục lỗ Dial 4 -150 ruby
[03:30:02 AM]  Đục lỗ Dial 4 -150 ruby
[03:30:02 AM]  Đục lỗ Dial 4 -150 ruby
[03:30:05 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:05 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:05 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:08 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:08 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:08 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:11 AM]  Đục lỗ Dial 4 -200 ruby
[03:30:51 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -50 ruby
[03:30:53 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:30:53 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:30:56 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:30:56 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:30:56 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:30:59 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -100 ruby
[03:30:59 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:03 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:03 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:06 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:06 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:09 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:10 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:14 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:14 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:17 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:17 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -150 ruby
[03:31:20 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -200 ruby
[03:31:21 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -200 ruby
[03:31:23 AM]  Đục lỗ Dây chuyền 2 Lv70 2 -200 ruby
