[07:07:33 AM]  Login : [Beri] 491.902.709 [Ruby] 9.813.209
[07:08:00 AM]  Nhặt +15444 beri
[07:08:06 AM]  Nhặt +8514 beri
[07:08:08 AM]  Nhặt +13662 beri
[07:08:09 AM]  Nhặt +12177 beri
[07:08:10 AM]  Nhặt +12870 beri
[07:08:11 AM]  Nhặt +594 beri
[07:08:15 AM]  Nhặt +7524 beri
[07:08:16 AM]  Nhặt +10197 beri
[07:08:17 AM]  Nhặt +5445 beri
[07:08:18 AM]  Nhặt +18810 beri
[07:08:54 AM]  Mua Kinh nghiệm X2 -60 ruby
[07:08:55 AM]  Mua Kinh nghiệm X2 -60 ruby
[07:08:55 AM]  Mua Kinh nghiệm X2 -60 ruby
[07:08:55 AM]  Mua Kinh nghiệm X2 -60 ruby
[07:09:20 AM]  Nhặt +11484 beri
[07:09:22 AM]  Nhặt +99 beri
[07:09:27 AM]  Nhặt +19404 beri
[07:09:28 AM]  Nhặt +16533 beri
[07:09:30 AM]  Nhặt +9504 beri
[07:09:30 AM]  Nhặt +4851 beri
[07:09:32 AM]  Nhặt +990 beri
[07:09:33 AM]  Nhặt +18909 beri
[07:09:37 AM]  Nhặt +7722 beri
[07:09:38 AM]  Nhặt +13464 beri
[07:09:39 AM]  Nhặt +16137 beri
[07:09:44 AM]  Nhặt +495 beri
[07:09:44 AM]  Nhặt +15642 beri
[07:09:47 AM]  Nhặt +13662 beri
[07:09:52 AM]  Nhặt +8019 beri
[07:09:55 AM]  Nhặt +5742 beri
[07:10:01 AM]  Nhặt +18909 beri
[07:10:07 AM]  Nhặt +5247 beri
[07:10:18 AM]  Nhặt +6237 beri
[07:10:22 AM]  Nhặt +6534 beri
[07:10:24 AM]  Nhặt +10593 beri
[07:10:24 AM]  Nhặt +3168 beri
[07:10:25 AM]  Nhặt +12870 beri
[07:10:27 AM]  Nhặt +12276 beri
[07:10:28 AM]  Nhặt +2871 beri
[07:10:30 AM]  Nhặt +19008 beri
[07:10:30 AM]  Nhặt +2772 beri
[07:10:32 AM]  Nhặt +19206 beri
[07:10:33 AM]  Nhặt +9801 beri
[07:10:35 AM]  Nhặt +16533 beri
[07:10:45 AM]  Nhặt +4356 beri
[07:10:46 AM]  Nhặt +8316 beri
[07:10:48 AM]  Nhặt +4752 beri
[07:10:50 AM]  Nhặt +14355 beri
[07:10:51 AM]  Nhặt +6534 beri
[07:10:56 AM]  Nhặt +19305 beri
[07:11:00 AM]  Nhặt +8316 beri
[07:11:01 AM]  Nhặt +1584 beri
[07:11:04 AM]  Nhặt +10296 beri
[07:11:13 AM]  Nhặt +19107 beri
[07:11:16 AM]  Nhặt +9999 beri
[07:11:19 AM]  Nhặt +891 beri
[07:11:20 AM]  Nhặt +7326 beri
[07:11:25 AM]  Nhặt +19305 beri
[07:11:28 AM]  Nhặt +3762 beri
[07:11:29 AM]  Nhặt +16434 beri
[07:11:30 AM]  Nhặt +17523 beri
[07:11:31 AM]  Nhặt +18513 beri
[07:11:35 AM]  Nhặt +18216 beri
[07:11:39 AM]  Nhặt +9801 beri
[07:11:41 AM]  Nhặt +17424 beri
