[01:32:44 AM]  Login : [Beri] 798.280.588 [Ruby] 19.673.075
[01:33:03 AM]  Nhặt +840 beri
[01:33:04 AM]  Nhặt +13440 beri
[01:33:05 AM]  Nhặt +13580 beri
[01:33:06 AM]  Nhặt +5600 beri
[01:33:11 AM]  Nhặt +9520 beri
[01:33:14 AM]  Nhặt +10920 beri
[01:33:16 AM]  Nhặt +13860 beri
[01:33:17 AM]  Nhặt +10220 beri
[01:33:18 AM]  Nhặt +6720 beri
[01:33:20 AM]  Nhặt +10220 beri
[01:33:23 AM]  Nhặt +2380 beri
[01:33:24 AM]  Nhặt +13300 beri
[01:33:28 AM]  Nhặt +12180 beri
[01:33:33 AM]  Nhặt +9870 beri
[01:33:34 AM]  Nhặt +10640 beri
[01:33:35 AM]  Nhặt +9870 beri
[01:33:36 AM]  Nhặt +210 beri
[01:33:39 AM]  Nhặt +4830 beri
[01:33:40 AM]  Nhặt +2380 beri
[01:33:42 AM]  Nhặt +8260 beri
[01:33:44 AM]  Nhặt +9170 beri
[01:33:47 AM]  Nhặt +5600 beri
[01:33:48 AM]  Nhặt +8680 beri
[01:33:55 AM]  Nhặt +1050 beri
[01:34:02 AM]  Nhặt +6930 beri
[01:34:04 AM]  Nhặt +5530 beri
[01:34:05 AM]  Nhặt +8750 beri
[01:34:08 AM]  Nhặt +70 beri
[01:34:12 AM]  Nhặt +3360 beri
[01:34:17 AM]  Nhặt +6930 beri
[01:34:19 AM]  Nhặt +2940 beri
[01:34:27 AM]  Nhặt +9870 beri
[01:34:32 AM]  Nhặt +2450 beri
[01:34:33 AM]  Nhặt +13510 beri
[01:34:40 AM]  Nhặt +8680 beri
[01:34:45 AM]  Nhặt +8470 beri
[01:34:46 AM]  Nhặt +12670 beri
[01:34:48 AM]  Nhặt +10220 beri
[01:34:53 AM]  Nhặt +1120 beri
[01:34:58 AM]  Nhặt +13020 beri
[01:34:59 AM]  Nhặt +7910 beri
[01:35:00 AM]  Nhặt +7700 beri
[01:35:01 AM]  Nhặt +10010 beri
[01:35:02 AM]  Nhặt +7140 beri
[01:35:03 AM]  Nhặt +11130 beri
[01:35:07 AM]  Nhặt +280 beri
[01:35:12 AM]  Nhặt +4760 beri
[01:35:18 AM]  Nhặt +8750 beri
[01:35:22 AM]  Nhặt +1960 beri
[01:35:25 AM]  Nhặt +11410 beri
[01:35:26 AM]  Nhặt +3290 beri
[01:35:27 AM]  Nhặt +1960 beri
[01:35:30 AM]  Nhặt +3990 beri
[01:35:34 AM]  Nhặt +3990 beri
[01:35:35 AM]  Nhặt +8330 beri
[01:35:36 AM]  Nhặt +13160 beri
[01:35:37 AM]  Nhặt +1120 beri
[01:35:38 AM]  Nhặt +11480 beri
[01:35:46 AM]  Nhặt +7210 beri
[01:35:53 AM]  Nhặt +8750 beri
[01:35:56 AM]  Nhặt +4970 beri
[01:35:56 AM]  Nhặt +11410 beri
[01:35:59 AM]  Nhặt +3010 beri
[01:36:00 AM]  Nhặt +9870 beri
[01:36:01 AM]  Nhặt +1400 beri
[01:36:03 AM]  Nhặt +12880 beri
[01:36:06 AM]  Nhặt +420 beri
[01:36:10 AM]  Nhặt +13650 beri
[01:36:11 AM]  Nhặt +10710 beri
[01:36:13 AM]  Nhặt +8400 beri
[01:36:15 AM]  Nhặt +4620 beri
[01:36:19 AM]  Nhặt +910 beri
[01:36:20 AM]  Nhặt +11340 beri
[01:36:27 AM]  Nhặt +13300 beri
[01:36:31 AM]  Nhặt +1540 beri
[01:36:39 AM]  Nhặt +7630 beri
[01:36:40 AM]  Nhặt +7280 beri
[01:36:41 AM]  Nhặt +2870 beri
[01:36:42 AM]  Nhặt +13370 beri
[01:36:43 AM]  Nhặt +10920 beri
[01:36:47 AM]  Nhặt +770 beri
[01:36:48 AM]  Nhặt +10500 beri
[01:36:49 AM]  Nhặt +6230 beri
[01:36:50 AM]  Nhặt +12880 beri
[01:36:51 AM]  Nhặt +11620 beri
[01:36:53 AM]  Nhặt +13650 beri
[01:36:56 AM]  Nhặt +1050 beri
[01:37:05 AM]  Nhặt +3150 beri
[01:37:09 AM]  Nhặt +10010 beri
[01:37:12 AM]  Nhặt +9800 beri
[01:37:17 AM]  Nhặt +9240 beri
[01:37:20 AM]  Nhặt +13930 beri
[01:37:21 AM]  Nhặt +8540 beri
[01:37:31 AM]  Nhặt +4130 beri
