[03:56:19 PM]  Login : [Beri] 1.999.999.999 [Ruby] 1.999.999.999
[03:56:30 PM]  Nhặt +88 beri
[03:56:37 PM]  Nhặt +45 beri
[03:57:41 PM]  Mua Xp Chiêu thức -6000 ruby
[03:57:47 PM]  Mua Quả Conache -0 beri
[03:57:47 PM]  Mua Quả Conache -0 beri
[03:57:47 PM]  Mua Quả Conache -0 beri
[03:57:48 PM]  Mua Quả Conache -0 beri
[03:57:48 PM]  Mua Quả Conache -0 beri
[03:57:48 PM]  Mua Quả Conache -0 beri
[03:57:48 PM]  Mua Quả Conache -0 beri
[03:57:48 PM]  Mua Quả Conache -0 beri
[03:57:49 PM]  Mua Quả Conache -0 beri
[03:57:49 PM]  Mua Quả Conache -0 beri
[03:57:49 PM]  Mua Quả Conache -0 beri
[03:57:49 PM]  Mua Quả Conache -0 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:55 PM]  Mua Súp baratie -1600 beri
[03:57:56 PM]  Mua Súp baratie -1600 beri
[03:57:56 PM]  Mua Súp baratie -1600 beri
[03:57:56 PM]  Mua Súp baratie -1600 beri
[03:57:56 PM]  Mua Súp baratie -1600 beri
[03:57:56 PM]  Mua Súp baratie -1600 beri
[03:57:56 PM]  Mua Súp baratie -1600 beri
[03:57:57 PM]  Mua Súp baratie -1600 beri
[03:57:57 PM]  Mua Súp baratie -1600 beri
[03:57:57 PM]  Mua Súp baratie -1600 beri
[03:57:57 PM]  Mua Súp baratie -1600 beri
[03:58:08 PM]  Mua Tóc Siêu Sao -500 ruby
[03:58:41 PM]  Mua Thời trang UTA -500 ruby
[03:59:07 PM]  Mua Thần Sét -500 ruby
[03:59:08 PM]  Mua Quản lý -500 ruby
[03:59:28 PM]  Mua Killer -500 ruby
[04:01:22 PM]  Mua 1000 vé vòng quay -15000 ruby
[04:05:14 PM]  Nhặt +2125 beri
[04:05:19 PM]  Nhặt +2244 beri
[04:05:24 PM]  Nhặt +792 beri
[04:05:28 PM]  Nhặt +1581 beri
[04:05:32 PM]  Nhặt +1904 beri
[04:05:40 PM]  Nhặt +136 beri
[04:06:01 PM]  Nhặt +2550 beri
[04:06:02 PM]  Nhặt +3077 beri
[04:06:09 PM]  Nhặt +2890 beri
[04:06:12 PM]  Nhặt +1566 beri
[04:06:18 PM]  Nhặt +850 beri
[04:06:20 PM]  Nhặt +2856 beri
[04:06:25 PM]  Nhặt +221 beri
[04:06:32 PM]  Nhặt +3366 beri
[04:06:38 PM]  Nhặt +204 beri
[04:06:40 PM]  Nhặt +1496 beri
[04:06:42 PM]  Nhặt +2448 beri
[04:06:48 PM]  Nhặt +2034 beri
[04:06:57 PM]  Nhặt +1872 beri
[04:06:59 PM]  Nhặt +1343 beri
[04:07:04 PM]  Nhặt +2772 beri
[04:07:06 PM]  Nhặt +1275 beri
[04:07:07 PM]  Nhặt +1394 beri
[04:07:09 PM]  Nhặt +2034 beri
[04:07:11 PM]  Nhặt +1955 beri
[04:07:15 PM]  Nhặt +1458 beri
[04:07:17 PM]  Nhặt +2227 beri
[04:07:19 PM]  Nhặt +2856 beri
[04:07:22 PM]  Nhặt +2652 beri
[04:07:24 PM]  Nhặt +3009 beri
[04:07:26 PM]  Nhặt +2040 beri
[04:07:30 PM]  Nhặt +198 beri
[04:07:31 PM]  Nhặt +119 beri
[04:07:34 PM]  Nhặt +1955 beri
[04:07:39 PM]  Nhặt +782 beri
[04:07:39 PM]  Nhặt +3366 beri
[04:07:41 PM]  Nhặt +108 beri
[04:07:44 PM]  Nhặt +1513 beri
[04:07:45 PM]  Nhặt +1547 beri
[04:07:47 PM]  Nhặt +2057 beri
[04:07:49 PM]  Nhặt +2952 beri
[04:07:51 PM]  Nhặt +629 beri
[04:07:54 PM]  Nhặt +2329 beri
[04:07:56 PM]  Nhặt +1260 beri
[04:08:01 PM]  Nhặt +357 beri
[04:08:04 PM]  Nhặt +2295 beri
[04:08:10 PM]  Nhặt +2261 beri
[04:08:12 PM]  Nhặt +1062 beri
[04:08:15 PM]  Nhặt +1989 beri
[04:08:23 PM]  Nhặt +2771 beri
[04:08:25 PM]  Nhặt +2736 beri
[04:08:26 PM]  Nhặt +2992 beri
[04:08:27 PM]  Nhặt +68 beri
[04:08:29 PM]  Nhặt +2261 beri
[04:08:30 PM]  Nhặt +1292 beri
[04:08:38 PM]  Nhặt +1428 beri
[04:08:39 PM]  Nhặt +2176 beri
[04:08:41 PM]  Nhặt +2646 beri
[04:08:44 PM]  Nhặt +1656 beri
[04:08:45 PM]  Nhặt +2499 beri
[04:08:46 PM]  Nhặt +2839 beri
[04:08:48 PM]  Nhặt +18 beri
[04:08:49 PM]  Nhặt +85 beri
[04:08:50 PM]  Nhặt +3026 beri
[04:08:54 PM]  Nhặt +2261 beri
[04:08:55 PM]  Nhặt +357 beri
[04:08:56 PM]  Nhặt +2394 beri
[04:08:58 PM]  Nhặt +2329 beri
[04:09:00 PM]  Nhặt +1751 beri
[04:09:01 PM]  Nhặt +289 beri
[04:09:02 PM]  Nhặt +612 beri
[04:09:04 PM]  Nhặt +2736 beri
[04:09:06 PM]  Nhặt +1989 beri
[04:09:07 PM]  Nhặt +1368 beri
[04:09:08 PM]  Nhặt +1938 beri
[04:09:09 PM]  Nhặt +17 beri
[04:09:12 PM]  Nhặt +2312 beri
[04:09:13 PM]  Nhặt +340 beri
[04:09:14 PM]  Nhặt +972 beri
[04:09:15 PM]  Nhặt +2941 beri
[04:09:17 PM]  Nhặt +1428 beri
[04:09:18 PM]  Nhặt +2718 beri
[04:09:19 PM]  Nhặt +2227 beri
[04:09:22 PM]  Nhặt +2193 beri
[04:09:23 PM]  Nhặt +1751 beri
